Year,Month,Solar_Radiation,Root_Zone_Moisture,Surface_Moisture,Precipitation,Humidity,Temperature,Skin_Temperature,Wind_Speed,Region,Production_Weight,Zone
1990,4,19.07,0.65,0.7,8.79,12.58,16.34,17.03,2.11,Nyeri,0.15,Central
1990,8,15.36,0.51,0.56,1.82,10.13,14.36,15.59,2.09,Nyeri,0.15,Central
1990,12,20.05,0.53,0.59,4.26,11.02,15.13,15.82,2.33,Nyeri,0.15,Central
1990,2,20.55,0.49,0.55,1.63,11.36,16.51,17.37,1.87,Nyeri,0.15,Central
1990,1,21.37,0.57,0.62,2.62,10.54,14.88,15.54,2.11,Nyeri,0.15,Central
1990,7,15.78,0.55,0.59,1.4,9.96,13.94,14.91,1.77,Nyeri,0.15,Central
1990,6,17.36,0.6,0.64,0.87,10.7,14.4,15.28,1.93,Nyeri,0.15,Central
1990,3,20.78,0.56,0.63,9.44,12.14,16.4,17.35,2.44,Nyeri,0.15,Central
1990,5,19.71,0.65,0.68,3.6,12.11,15.82,16.69,2.29,Nyeri,0.15,Central
1990,11,20.77,0.52,0.6,7.15,11.72,15.69,16.59,2.79,Nyeri,0.15,Central
1990,10,20.1,0.46,0.52,4.2,10.83,16.05,17.38,2.79,Nyeri,0.15,Central
1990,9,20.41,0.46,0.52,1.88,9.8,15.44,16.95,2.59,Nyeri,0.15,Central
1991,4,21.08,0.46,0.54,6.13,11.6,16.71,17.86,2.61,Nyeri,0.15,Central
1991,8,17.41,0.44,0.5,2.47,10.04,15.02,16.32,1.75,Nyeri,0.15,Central
1991,12,20.06,0.45,0.51,2.73,10.66,15.77,16.65,2.12,Nyeri,0.15,Central
1991,2,24.76,0.42,0.43,0.58,9.18,16.94,18.19,2.17,Nyeri,0.15,Central
1991,1,21.59,0.48,0.54,2.54,10.42,15.81,16.63,2.09,Nyeri,0.15,Central
1991,7,15.83,0.46,0.52,1.84,9.94,14.16,15.29,2.25,Nyeri,0.15,Central
1991,6,16.76,0.49,0.55,2.07,11.07,15.41,16.37,1.67,Nyeri,0.15,Central
1991,3,23.23,0.41,0.45,3.48,10.09,17.19,18.53,2.49,Nyeri,0.15,Central
1991,5,19.01,0.51,0.59,6.88,12.15,16.21,17.12,2.72,Nyeri,0.15,Central
1991,11,20.17,0.46,0.54,6.04,11.29,15.63,16.63,2.63,Nyeri,0.15,Central
1991,10,21.67,0.41,0.45,2.83,10.09,16.33,17.92,2.25,Nyeri,0.15,Central
1991,9,20.46,0.42,0.44,1.08,9.25,15.76,17.44,2.11,Nyeri,0.15,Central
1992,4,20.48,0.45,0.54,7.79,12.16,17.16,18.31,2.44,Nyeri,0.15,Central
1992,8,16.49,0.43,0.48,2.54,9.46,14.19,15.61,2.15,Nyeri,0.15,Central
1992,12,19.57,0.48,0.56,4.64,11.44,15.56,16.39,2.65,Nyeri,0.15,Central
1992,2,23.88,0.39,0.38,0.88,8.76,18.13,19.85,2.14,Nyeri,0.15,Central
1992,1,22.1,0.41,0.43,0.95,9.9,16.29,17.54,2.53,Nyeri,0.15,Central
1992,7,15.78,0.45,0.51,2.76,9.88,14.24,15.45,2.13,Nyeri,0.15,Central
1992,6,16.55,0.44,0.5,2.08,10.58,15.04,16.14,2.1,Nyeri,0.15,Central
1992,3,23.49,0.37,0.37,1.49,9.76,18.07,19.91,2.89,Nyeri,0.15,Central
1992,5,19.1,0.47,0.55,4.37,11.39,15.92,16.94,2.68,Nyeri,0.15,Central
1992,11,20.25,0.46,0.54,4.26,11.09,15.4,16.42,2.88,Nyeri,0.15,Central
1992,10,20.01,0.44,0.51,5.22,10.64,15.67,17.07,2.41,Nyeri,0.15,Central
1992,9,20.2,0.43,0.47,2.24,9.67,15.04,16.66,2.73,Nyeri,0.15,Central
1993,4,20.8,0.45,0.52,4.16,11.28,16.38,17.59,2.94,Nyeri,0.15,Central
1993,8,17.72,0.43,0.48,1.92,9.18,14.22,15.69,2.62,Nyeri,0.15,Central
1993,12,20.45,0.47,0.54,3.72,11.46,15.71,16.61,2.69,Nyeri,0.15,Central
1993,2,20.44,0.49,0.55,2.88,10.66,15.66,16.56,2.29,Nyeri,0.15,Central
1993,1,18.85,0.49,0.57,6.16,11.13,15.38,16.14,2.36,Nyeri,0.15,Central
1993,7,15.76,0.45,0.51,1.48,9.41,13.7,14.87,2.08,Nyeri,0.15,Central
1993,6,16.71,0.49,0.56,2.95,10.69,14.5,15.46,2.37,Nyeri,0.15,Central
1993,3,24.12,0.44,0.5,3.09,10.01,16.31,17.34,2.43,Nyeri,0.15,Central
1993,5,19.74,0.5,0.58,6.43,11.69,15.85,16.79,2.82,Nyeri,0.15,Central
1993,11,20.45,0.46,0.54,6.26,11.5,16.02,17.12,2.8,Nyeri,0.15,Central
1993,10,21.04,0.4,0.42,3.31,9.91,16.42,18.27,3.04,Nyeri,0.15,Central
1993,9,21.62,0.4,0.41,0.83,8.68,15.54,17.51,2.83,Nyeri,0.15,Central
1994,4,21.51,0.44,0.51,6.65,11.67,17.06,18.37,2.78,Nyeri,0.15,Central
1994,8,16.09,0.46,0.52,2.52,9.89,14.57,15.9,2.49,Nyeri,0.15,Central
1994,12,19.86,0.59,0.64,5.01,11.19,15.12,15.77,2.41,Nyeri,0.15,Central
1994,2,23.8,0.39,0.39,1.4,8.84,17.84,19.35,2.02,Nyeri,0.15,Central
1994,1,22.81,0.41,0.42,0.93,9.48,16.66,17.94,2.25,Nyeri,0.15,Central
1994,7,17.25,0.48,0.54,2.68,9.99,13.98,14.97,2.26,Nyeri,0.15,Central
1994,6,18.06,0.48,0.54,1.96,10.69,14.82,15.83,1.7,Nyeri,0.15,Central
1994,3,23.58,0.4,0.42,3.68,10.17,17.84,19.47,2.44,Nyeri,0.15,Central
1994,5,19.26,0.52,0.59,6.78,11.56,15.43,16.35,2.78,Nyeri,0.15,Central
1994,11,19.61,0.55,0.64,11.39,12.27,16.01,16.86,2.78,Nyeri,0.15,Central
1994,10,22.18,0.43,0.5,4.59,10.75,16.39,17.91,2.95,Nyeri,0.15,Central
1994,9,20.56,0.42,0.46,1.74,9.66,15.61,17.4,2.76,Nyeri,0.15,Central
1995,4,20.17,0.5,0.58,6.54,12.09,16.64,17.71,2.93,Nyeri,0.15,Central
1995,8,16.77,0.46,0.52,2.28,9.8,14.66,15.95,2.61,Nyeri,0.15,Central
1995,12,19.66,0.49,0.56,3.05,11.24,15.27,16.1,2.72,Nyeri,0.15,Central
1995,2,23.56,0.44,0.49,1.42,10.2,16.93,17.98,1.9,Nyeri,0.15,Central
1995,1,22.91,0.5,0.55,1.08,9.42,15.26,15.82,1.92,Nyeri,0.15,Central
1995,7,15.05,0.49,0.55,1.49,10.15,14.11,15.1,2.26,Nyeri,0.15,Central
1995,6,18.01,0.52,0.58,2.02,10.79,14.98,15.89,1.59,Nyeri,0.15,Central
1995,3,21.78,0.49,0.57,7.07,11.36,16.19,17.11,2.35,Nyeri,0.15,Central
1995,5,19.01,0.56,0.63,6.36,12.04,15.8,16.69,2.75,Nyeri,0.15,Central
1995,11,20.02,0.51,0.59,5.64,11.81,15.74,16.66,2.89,Nyeri,0.15,Central
1995,10,19.4,0.47,0.55,5.98,11.04,15.78,17.02,2.71,Nyeri,0.15,Central
1995,9,19.66,0.46,0.51,2.52,10.18,15.35,16.73,2.45,Nyeri,0.15,Central
1996,4,21.81,0.49,0.56,4.5,11.77,16.34,17.4,2.75,Nyeri,0.15,Central
1996,8,16.97,0.47,0.53,2.34,9.86,14.42,15.59,1.91,Nyeri,0.15,Central
1996,12,21.46,0.46,0.51,1.31,10.38,15.35,16.28,2.24,Nyeri,0.15,Central
1996,2,22.96,0.45,0.52,4.13,10.4,16.27,17.1,2.08,Nyeri,0.15,Central
1996,1,21.61,0.46,0.52,2.72,10.32,15.31,16.09,2.21,Nyeri,0.15,Central
1996,7,13.66,0.5,0.57,3.81,10.06,13.83,14.85,1.9,Nyeri,0.15,Central
1996,6,14.13,0.5,0.57,3.37,10.83,14.48,15.33,1.87,Nyeri,0.15,Central
1996,3,22.02,0.45,0.54,5.58,11.72,16.84,17.95,2.52,Nyeri,0.15,Central
1996,5,18.5,0.48,0.56,4.82,11.53,15.73,16.73,3.03,Nyeri,0.15,Central
1996,11,18.39,0.48,0.57,7.99,11.44,15.47,16.41,2.96,Nyeri,0.15,Central
1996,10,21.35,0.43,0.47,2.15,9.94,15.57,17.13,2.74,Nyeri,0.15,Central
1996,9,19.88,0.46,0.51,1.8,10.22,15.45,16.87,2.23,Nyeri,0.15,Central
1997,4,19.93,0.49,0.59,10.68,12.2,16.51,17.48,2.49,Nyeri,0.15,Central
1997,8,18.33,0.44,0.48,1.6,9.76,14.96,16.37,2.32,Nyeri,0.15,Central
1997,12,18.29,0.71,0.73,6.7,12.04,15.44,15.92,2.27,Nyeri,0.15,Central
1997,2,26.08,0.37,0.35,0.08,7.17,17.67,19.36,2.49,Nyeri,0.15,Central
1997,1,22.89,0.41,0.43,1.0,9.25,16.4,17.64,2.3,Nyeri,0.15,Central
1997,7,14.96,0.47,0.53,2.19,10.34,14.41,15.39,2.16,Nyeri,0.15,Central
1997,6,16.98,0.47,0.53,1.92,10.85,14.86,15.84,2.76,Nyeri,0.15,Central
1997,3,23.23,0.37,0.37,2.06,10.03,18.14,20.08,3.12,Nyeri,0.15,Central
1997,5,20.1,0.52,0.58,3.81,11.4,15.39,16.31,2.43,Nyeri,0.15,Central
1997,11,17.11,0.65,0.7,13.06,12.42,15.73,16.28,2.91,Nyeri,0.15,Central
1997,10,18.66,0.47,0.56,9.95,11.45,16.03,17.26,3.81,Nyeri,0.15,Central
1997,9,23.18,0.4,0.4,0.72,9.17,16.53,18.54,2.94,Nyeri,0.15,Central
1998,4,20.89,0.69,0.72,5.32,13.33,17.26,17.94,2.55,Nyeri,0.15,Central
1998,8,15.09,0.69,0.7,1.49,10.52,14.05,14.89,2.35,Nyeri,0.15,Central
1998,12,21.42,0.49,0.54,0.6,10.54,15.61,16.43,2.21,Nyeri,0.15,Central
1998,2,21.59,0.76,0.77,3.02,11.72,16.31,16.52,1.61,Nyeri,0.15,Central
1998,1,18.06,0.78,0.79,9.29,12.29,15.78,16.12,2.18,Nyeri,0.15,Central
1998,7,14.07,0.73,0.74,2.44,10.63,13.73,14.38,2.22,Nyeri,0.15,Central
1998,6,16.76,0.76,0.77,3.22,11.34,14.56,15.17,2.14,Nyeri,0.15,Central
1998,3,22.69,0.7,0.72,3.14,12.16,16.51,17.1,2.24,Nyeri,0.15,Central
1998,5,19.6,0.76,0.77,8.47,12.71,16.18,16.75,1.94,Nyeri,0.15,Central
1998,11,18.59,0.56,0.62,5.35,11.42,15.44,16.29,2.53,Nyeri,0.15,Central
1998,10,21.24,0.56,0.6,1.74,10.66,15.5,16.42,2.07,Nyeri,0.15,Central
1998,9,19.68,0.62,0.65,1.32,10.5,14.87,15.93,2.64,Nyeri,0.15,Central
1999,4,21.22,0.43,0.5,4.28,11.66,16.94,18.24,2.82,Nyeri,0.15,Central
1999,8,16.35,0.39,0.41,1.96,9.47,15.08,16.8,2.67,Nyeri,0.15,Central
1999,12,19.54,0.47,0.53,3.26,11.33,15.62,16.52,2.66,Nyeri,0.15,Central
1999,2,25.28,0.39,0.37,0.31,8.35,17.43,18.98,2.72,Nyeri,0.15,Central
1999,1,22.82,0.42,0.46,0.75,9.59,16.29,17.32,2.2,Nyeri,0.15,Central
1999,7,15.2,0.39,0.4,1.7,9.26,14.84,16.38,2.57,Nyeri,0.15,Central
1999,6,16.91,0.39,0.39,0.61,9.38,15.51,17.16,2.72,Nyeri,0.15,Central
1999,3,21.93,0.41,0.47,5.01,11.04,17.72,19.13,2.26,Nyeri,0.15,Central
1999,5,20.38,0.43,0.47,1.87,10.87,15.95,17.29,3.07,Nyeri,0.15,Central
1999,11,19.27,0.43,0.51,7.5,11.42,16.04,17.06,3.12,Nyeri,0.15,Central
1999,10,20.77,0.38,0.37,1.65,9.14,16.8,18.86,2.77,Nyeri,0.15,Central
1999,9,20.38,0.39,0.39,1.47,9.01,16.17,18.22,3.11,Nyeri,0.15,Central
2000,4,22.27,0.39,0.4,2.62,10.77,17.6,19.31,3.01,Nyeri,0.15,Central
2000,8,16.7,0.39,0.41,2.67,9.29,15.07,16.68,2.5,Nyeri,0.15,Central
2000,12,20.83,0.41,0.44,2.58,10.36,16.76,18.03,2.19,Nyeri,0.15,Central
2000,2,26.54,0.37,0.35,0.18,7.34,17.79,19.45,2.53,Nyeri,0.15,Central
2000,1,23.6,0.4,0.41,0.4,8.67,16.52,17.87,2.5,Nyeri,0.15,Central
2000,7,16.19,0.38,0.39,1.74,9.34,14.93,16.44,2.19,Nyeri,0.15,Central
2000,6,16.37,0.37,0.37,1.16,9.68,15.62,17.21,2.72,Nyeri,0.15,Central
2000,3,23.75,0.36,0.35,1.15,9.72,18.49,20.45,2.82,Nyeri,0.15,Central
2000,5,19.61,0.38,0.38,1.56,10.49,16.98,18.7,3.14,Nyeri,0.15,Central
2000,11,18.25,0.41,0.47,4.6,11.17,16.45,17.67,2.53,Nyeri,0.15,Central
2000,10,21.7,0.38,0.38,1.69,9.42,16.82,18.78,2.87,Nyeri,0.15,Central
2000,9,20.38,0.39,0.4,1.76,9.25,16.03,18.01,2.74,Nyeri,0.15,Central
2001,4,19.94,0.46,0.55,6.42,12.01,16.88,18.04,2.47,Nyeri,0.15,Central
2001,8,17.64,0.43,0.48,2.3,9.38,15.11,16.39,1.91,Nyeri,0.15,Central
2001,12,19.61,0.46,0.51,1.93,11.0,15.9,16.81,2.44,Nyeri,0.15,Central
2001,2,24.11,0.4,0.4,0.82,9.29,17.52,19.0,2.3,Nyeri,0.15,Central
2001,1,19.85,0.44,0.52,5.48,10.58,16.3,17.11,1.59,Nyeri,0.15,Central
2001,7,14.1,0.42,0.47,2.3,9.93,14.67,15.91,1.72,Nyeri,0.15,Central
2001,6,16.08,0.44,0.5,2.45,10.42,15.04,16.19,1.96,Nyeri,0.15,Central
2001,3,22.31,0.4,0.43,3.97,9.84,17.51,19.0,2.28,Nyeri,0.15,Central
2001,5,18.98,0.45,0.51,2.96,11.43,16.31,17.46,2.51,Nyeri,0.15,Central
2001,11,17.91,0.49,0.58,8.19,11.89,15.82,16.7,2.66,Nyeri,0.15,Central
2001,10,20.55,0.4,0.42,2.75,10.12,16.73,18.46,2.41,Nyeri,0.15,Central
2001,9,21.09,0.4,0.42,1.39,9.84,16.35,18.21,1.97,Nyeri,0.15,Central
2002,4,19.24,0.44,0.51,7.15,12.1,17.19,18.45,3.02,Nyeri,0.15,Central
2002,8,15.16,0.41,0.45,1.89,9.75,15.22,16.75,2.51,Nyeri,0.15,Central
2002,12,19.16,0.44,0.52,4.64,11.87,16.46,17.32,1.95,Nyeri,0.15,Central
2002,2,24.58,0.38,0.37,0.82,8.3,17.47,19.04,2.4,Nyeri,0.15,Central
2002,1,20.88,0.43,0.47,1.92,9.94,16.37,17.28,2.1,Nyeri,0.15,Central
2002,7,17.41,0.42,0.45,1.36,9.68,15.14,16.56,2.16,Nyeri,0.15,Central
2002,6,16.85,0.45,0.5,1.26,10.43,15.42,16.56,1.73,Nyeri,0.15,Central
2002,3,21.95,0.42,0.47,4.05,11.19,17.48,18.75,2.23,Nyeri,0.15,Central
2002,5,18.79,0.52,0.58,4.84,11.77,16.08,16.91,1.89,Nyeri,0.15,Central
2002,11,20.61,0.45,0.52,3.9,11.52,16.48,17.5,2.2,Nyeri,0.15,Central
2002,10,20.51,0.41,0.45,4.38,10.48,16.8,18.49,2.89,Nyeri,0.15,Central
2002,9,22.16,0.4,0.42,1.73,9.11,16.21,18.09,3.09,Nyeri,0.15,Central
2003,4,20.88,0.44,0.5,8.09,11.54,17.39,18.59,2.52,Nyeri,0.15,Central
2003,8,15.69,0.47,0.55,3.35,10.37,14.58,15.57,1.89,Nyeri,0.15,Central
2003,12,22.02,0.43,0.47,1.43,10.05,16.02,17.04,2.28,Nyeri,0.15,Central
2003,2,25.2,0.38,0.37,0.82,8.7,18.18,19.7,2.33,Nyeri,0.15,Central
2003,1,23.08,0.41,0.42,0.68,9.16,16.81,18.03,2.21,Nyeri,0.15,Central
2003,7,15.93,0.48,0.53,1.19,10.1,14.32,15.29,2.15,Nyeri,0.15,Central
2003,6,17.52,0.52,0.58,1.8,11.05,14.76,15.69,2.15,Nyeri,0.15,Central
2003,3,23.76,0.38,0.39,2.86,9.81,18.43,20.11,2.64,Nyeri,0.15,Central
2003,5,18.26,0.56,0.63,7.03,12.28,15.94,16.65,2.19,Nyeri,0.15,Central
2003,11,20.36,0.46,0.54,5.31,11.82,16.34,17.28,2.57,Nyeri,0.15,Central
2003,10,20.5,0.42,0.47,3.41,10.63,16.62,18.08,2.69,Nyeri,0.15,Central
2003,9,20.57,0.45,0.49,1.44,10.09,15.67,17.21,2.48,Nyeri,0.15,Central
2004,4,19.24,0.45,0.54,7.17,12.19,17.06,18.19,2.55,Nyeri,0.15,Central
2004,8,17.35,0.39,0.4,1.08,9.08,15.8,17.58,2.24,Nyeri,0.15,Central
2004,12,21.13,0.4,0.43,2.39,10.6,16.87,18.05,2.33,Nyeri,0.15,Central
2004,2,21.46,0.39,0.4,1.75,10.33,17.82,19.3,2.36,Nyeri,0.15,Central
2004,1,20.66,0.41,0.45,2.17,11.03,17.3,18.35,2.31,Nyeri,0.15,Central
2004,7,18.36,0.4,0.42,1.19,8.94,15.11,16.62,2.11,Nyeri,0.15,Central
2004,6,16.8,0.42,0.46,1.41,9.66,14.75,16.01,2.58,Nyeri,0.15,Central
2004,3,22.52,0.38,0.39,1.88,10.24,18.3,19.92,2.42,Nyeri,0.15,Central
2004,5,19.62,0.47,0.52,3.07,11.34,16.35,17.46,1.79,Nyeri,0.15,Central
2004,11,19.26,0.42,0.47,3.87,11.21,16.56,17.78,2.6,Nyeri,0.15,Central
2004,10,19.93,0.4,0.42,2.43,10.48,16.9,18.59,3.04,Nyeri,0.15,Central
2004,9,20.95,0.39,0.4,2.42,9.78,16.77,18.74,2.34,Nyeri,0.15,Central
2005,4,20.23,0.4,0.44,4.35,11.46,17.92,19.3,2.62,Nyeri,0.15,Central
2005,8,15.76,0.42,0.46,2.31,10.01,15.4,16.88,2.16,Nyeri,0.15,Central
2005,12,22.51,0.37,0.35,0.4,9.13,17.35,19.04,2.66,Nyeri,0.15,Central
2005,2,24.71,0.36,0.34,0.49,8.6,18.51,20.22,2.64,Nyeri,0.15,Central
2005,1,22.97,0.37,0.36,0.79,9.14,17.62,19.25,2.32,Nyeri,0.15,Central
2005,7,14.43,0.41,0.43,1.56,9.78,14.91,16.24,2.41,Nyeri,0.15,Central
2005,6,15.94,0.43,0.47,1.59,10.54,15.45,16.61,2.12,Nyeri,0.15,Central
2005,3,22.91,0.37,0.38,2.63,10.45,18.58,20.33,2.59,Nyeri,0.15,Central
2005,5,19.42,0.43,0.5,4.9,11.56,16.58,17.69,2.34,Nyeri,0.15,Central
2005,11,20.68,0.4,0.41,1.9,11.13,17.11,18.66,2.9,Nyeri,0.15,Central
2005,10,21.64,0.4,0.41,2.39,9.85,16.8,18.57,2.66,Nyeri,0.15,Central
2005,9,18.68,0.4,0.42,1.78,9.91,16.24,17.95,2.37,Nyeri,0.15,Central
2006,4,19.94,0.44,0.53,7.0,12.04,16.89,18.01,2.54,Nyeri,0.15,Central
2006,8,17.76,0.41,0.43,2.13,9.99,15.64,17.09,2.13,Nyeri,0.15,Central
2006,12,18.28,0.47,0.54,3.43,11.6,16.31,17.08,1.74,Nyeri,0.15,Central
2006,2,22.74,0.35,0.33,0.96,9.3,18.58,20.45,2.56,Nyeri,0.15,Central
2006,1,22.18,0.36,0.36,1.3,9.51,17.48,19.06,2.53,Nyeri,0.15,Central
2006,7,13.96,0.4,0.42,1.11,10.14,15.13,16.53,2.11,Nyeri,0.15,Central
2006,6,18.23,0.41,0.44,1.15,10.22,15.71,17.0,2.15,Nyeri,0.15,Central
2006,3,22.35,0.39,0.41,3.48,10.86,18.11,19.74,2.26,Nyeri,0.15,Central
2006,5,19.4,0.47,0.54,4.1,11.7,16.24,17.29,2.4,Nyeri,0.15,Central
2006,11,18.13,0.48,0.58,8.37,12.05,16.27,17.1,2.19,Nyeri,0.15,Central
2006,10,20.9,0.4,0.43,3.59,10.41,17.15,18.86,3.11,Nyeri,0.15,Central
2006,9,19.67,0.4,0.41,1.82,9.54,16.13,17.98,2.84,Nyeri,0.15,Central
2007,4,20.32,0.43,0.48,4.87,11.7,17.52,18.88,2.46,Nyeri,0.15,Central
2007,8,15.47,0.46,0.53,3.11,10.7,15.08,16.19,2.19,Nyeri,0.15,Central
2007,12,20.67,0.41,0.45,2.01,9.78,16.21,17.3,2.19,Nyeri,0.15,Central
2007,2,23.29,0.41,0.42,1.36,9.86,17.77,18.94,2.02,Nyeri,0.15,Central
2007,1,21.7,0.44,0.48,1.22,10.36,16.64,17.56,1.89,Nyeri,0.15,Central
2007,7,14.11,0.44,0.5,3.29,10.45,14.66,15.61,1.87,Nyeri,0.15,Central
2007,6,16.82,0.44,0.5,2.51,10.99,15.42,16.29,1.63,Nyeri,0.15,Central
2007,3,22.98,0.39,0.4,1.83,10.17,18.0,19.42,2.62,Nyeri,0.15,Central
2007,5,19.69,0.45,0.52,4.38,11.62,16.44,17.47,2.58,Nyeri,0.15,Central
2007,11,20.77,0.43,0.49,2.79,11.12,16.31,17.39,2.52,Nyeri,0.15,Central
2007,10,20.99,0.43,0.49,4.17,10.8,16.3,17.78,2.65,Nyeri,0.15,Central
2007,9,19.67,0.45,0.5,2.66,10.23,16.0,17.21,2.09,Nyeri,0.15,Central
2008,4,21.01,0.44,0.5,4.94,11.33,16.56,17.88,2.81,Nyeri,0.15,Central
2008,8,16.99,0.4,0.42,1.25,10.03,15.56,17.11,2.1,Nyeri,0.15,Central
2008,12,21.8,0.39,0.38,0.55,9.59,17.06,18.55,2.53,Nyeri,0.15,Central
2008,2,23.55,0.38,0.37,0.86,8.72,17.75,19.35,2.23,Nyeri,0.15,Central
2008,1,21.93,0.4,0.41,1.54,9.49,16.65,17.8,2.34,Nyeri,0.15,Central
2008,7,14.1,0.41,0.44,2.21,10.11,14.98,16.24,1.78,Nyeri,0.15,Central
2008,6,16.58,0.41,0.43,1.11,10.1,15.42,16.75,2.09,Nyeri,0.15,Central
2008,3,21.79,0.38,0.41,3.67,10.62,18.07,19.72,2.14,Nyeri,0.15,Central
2008,5,19.79,0.42,0.46,2.24,10.87,16.21,17.56,2.75,Nyeri,0.15,Central
2008,11,20.79,0.44,0.49,3.22,11.18,16.6,17.72,2.1,Nyeri,0.15,Central
2008,10,19.76,0.43,0.5,5.28,11.09,16.8,18.08,2.28,Nyeri,0.15,Central
2008,9,21.19,0.39,0.4,1.57,9.99,17.02,18.79,2.13,Nyeri,0.15,Central
2009,4,21.05,0.4,0.45,4.19,11.63,17.58,18.98,2.74,Nyeri,0.15,Central
2009,8,16.35,0.37,0.36,0.84,9.57,16.27,18.28,2.53,Nyeri,0.15,Central
2009,12,19.35,0.43,0.49,5.01,11.49,16.62,17.63,2.25,Nyeri,0.15,Central
2009,2,23.25,0.37,0.37,1.0,9.51,17.53,19.16,2.76,Nyeri,0.15,Central
2009,1,22.55,0.38,0.38,1.75,9.29,17.33,18.89,2.49,Nyeri,0.15,Central
2009,7,17.71,0.37,0.37,0.59,8.99,15.53,17.28,2.48,Nyeri,0.15,Central
2009,6,19.54,0.4,0.4,1.02,10.13,16.61,18.19,2.48,Nyeri,0.15,Central
2009,3,24.24,0.36,0.35,1.18,9.6,18.67,20.52,2.72,Nyeri,0.15,Central
2009,5,19.22,0.42,0.47,3.53,11.49,16.77,17.99,2.45,Nyeri,0.15,Central
2009,11,20.61,0.41,0.45,2.82,10.87,16.88,18.24,2.41,Nyeri,0.15,Central
2009,10,19.77,0.39,0.43,4.44,10.78,16.79,18.39,3.11,Nyeri,0.15,Central
2009,9,21.56,0.36,0.35,0.97,9.48,17.45,19.62,2.6,Nyeri,0.15,Central
2010,4,20.43,0.48,0.57,5.77,12.58,17.14,18.1,2.72,Nyeri,0.15,Central
2010,8,15.09,0.44,0.5,2.88,10.22,15.06,16.28,2.09,Nyeri,0.15,Central
2010,12,21.66,0.42,0.46,1.92,10.2,16.51,17.74,2.17,Nyeri,0.15,Central
2010,2,20.96,0.41,0.45,3.61,11.15,17.47,18.7,2.28,Nyeri,0.15,Central
2010,1,21.28,0.43,0.47,2.06,10.21,16.55,17.56,2.02,Nyeri,0.15,Central
2010,7,14.97,0.44,0.49,1.85,10.13,14.8,15.93,1.95,Nyeri,0.15,Central
2010,6,16.2,0.47,0.53,1.52,11.1,15.5,16.44,1.91,Nyeri,0.15,Central
2010,3,20.38,0.45,0.53,5.5,12.23,17.31,18.27,2.44,Nyeri,0.15,Central
2010,5,19.08,0.52,0.58,5.15,12.01,16.28,17.13,2.38,Nyeri,0.15,Central
2010,11,19.0,0.46,0.53,3.93,11.71,16.31,17.32,2.65,Nyeri,0.15,Central
2010,10,20.85,0.44,0.5,3.46,10.98,16.38,17.69,2.26,Nyeri,0.15,Central
2010,9,19.41,0.45,0.51,2.92,10.16,15.62,17.07,2.22,Nyeri,0.15,Central
2011,4,21.19,0.41,0.45,3.5,11.43,17.59,19.08,2.93,Nyeri,0.15,Central
2011,8,15.21,0.45,0.51,3.85,10.5,15.06,16.21,2.01,Nyeri,0.15,Central
2011,12,20.88,0.51,0.56,1.42,10.91,15.81,16.47,1.8,Nyeri,0.15,Central
2011,2,24.67,0.38,0.37,1.37,8.4,18.06,19.72,2.15,Nyeri,0.15,Central
2011,1,23.39,0.39,0.38,0.61,8.8,17.43,19.03,2.24,Nyeri,0.15,Central
2011,7,17.35,0.42,0.46,1.99,10.19,15.51,16.69,1.76,Nyeri,0.15,Central
2011,6,16.32,0.42,0.48,3.37,11.26,16.0,17.04,1.67,Nyeri,0.15,Central
2011,3,23.47,0.39,0.41,3.18,10.18,18.23,19.93,2.4,Nyeri,0.15,Central
2011,5,19.32,0.43,0.48,3.44,11.43,16.73,17.96,2.58,Nyeri,0.15,Central
2011,11,18.72,0.53,0.6,7.06,12.0,16.18,16.9,1.98,Nyeri,0.15,Central
2011,10,19.44,0.48,0.55,7.28,11.4,16.28,17.45,2.62,Nyeri,0.15,Central
2011,9,18.31,0.44,0.5,2.51,10.67,16.08,17.54,2.18,Nyeri,0.15,Central
2012,4,19.41,0.44,0.52,9.04,11.91,16.86,17.92,2.04,Nyeri,0.15,Central
2012,8,17.73,0.49,0.55,2.84,10.42,14.86,15.76,1.93,Nyeri,0.15,Central
2012,12,19.26,0.48,0.56,3.92,11.8,16.16,16.93,2.18,Nyeri,0.15,Central
2012,2,24.11,0.39,0.38,0.42,8.77,17.45,18.85,2.45,Nyeri,0.15,Central
2012,1,25.31,0.43,0.45,0.15,8.35,16.29,17.14,2.03,Nyeri,0.15,Central
2012,7,13.08,0.5,0.56,1.92,10.85,14.69,15.5,1.64,Nyeri,0.15,Central
2012,6,16.34,0.53,0.58,2.9,11.06,14.88,15.69,1.86,Nyeri,0.15,Central
2012,3,24.7,0.37,0.36,0.52,8.88,18.6,20.3,2.54,Nyeri,0.15,Central
2012,5,19.45,0.56,0.63,6.9,11.86,15.75,16.53,2.26,Nyeri,0.15,Central
2012,11,20.06,0.48,0.56,5.13,11.8,16.52,17.46,2.45,Nyeri,0.15,Central
2012,10,21.47,0.46,0.53,4.89,11.04,16.41,17.65,2.57,Nyeri,0.15,Central
2012,9,20.82,0.46,0.52,1.95,10.19,15.77,17.01,2.16,Nyeri,0.15,Central
2013,4,20.11,0.53,0.62,9.59,12.68,16.69,17.4,2.14,Nyeri,0.15,Central
2013,8,15.22,0.46,0.52,2.16,10.29,14.78,15.99,2.15,Nyeri,0.15,Central
