Year,Month,Solar_Radiation,Root_Zone_Moisture,Surface_Moisture,Precipitation,Humidity,Temperature,Skin_Temperature,Wind_Speed,Region,Production_Weight,Zone
2008,1,21.93,0.49,0.47,1.28,11.16,20.42,21.1,1.78,Kirinyaga,0.12,Central
2008,7,14.1,0.48,0.48,1.9,10.7,18.65,19.66,1.43,Kirinyaga,0.12,Central
2008,6,16.58,0.49,0.48,0.89,10.78,19.15,20.15,1.49,Kirinyaga,0.12,Central
2008,3,21.79,0.47,0.43,3.04,12.14,22.01,23.09,1.58,Kirinyaga,0.12,Central
2008,5,19.79,0.51,0.49,1.63,12.07,20.36,21.38,1.73,Kirinyaga,0.12,Central
2008,11,20.79,0.53,0.54,3.11,12.55,20.38,21.17,1.69,Kirinyaga,0.12,Central
2008,10,19.76,0.51,0.51,4.44,12.04,21.13,22.24,1.64,Kirinyaga,0.12,Central
2008,9,21.19,0.47,0.42,1.28,10.55,21.2,22.63,1.73,Kirinyaga,0.12,Central
2009,4,21.05,0.48,0.48,3.24,12.95,21.56,22.55,1.78,Kirinyaga,0.12,Central
2009,8,16.35,0.46,0.35,0.67,9.97,19.98,21.58,2.01,Kirinyaga,0.12,Central
2009,12,19.35,0.52,0.53,4.52,13.05,20.35,21.02,1.66,Kirinyaga,0.12,Central
2009,2,23.25,0.47,0.41,0.8,10.85,21.55,22.56,2.02,Kirinyaga,0.12,Central
2009,1,22.55,0.47,0.43,1.52,10.65,20.88,21.75,1.89,Kirinyaga,0.12,Central
2009,7,17.71,0.46,0.38,0.49,9.52,19.33,20.58,1.75,Kirinyaga,0.12,Central
2009,6,19.54,0.48,0.45,0.76,11.18,20.56,21.69,1.66,Kirinyaga,0.12,Central
2009,3,24.24,0.46,0.34,0.93,10.79,22.93,24.13,1.96,Kirinyaga,0.12,Central
2009,5,19.22,0.5,0.49,2.77,12.53,20.78,21.71,1.59,Kirinyaga,0.12,Central
2009,11,20.61,0.5,0.5,2.39,12.33,20.78,21.75,1.81,Kirinyaga,0.12,Central
2009,10,19.77,0.48,0.47,3.87,11.87,20.83,22.12,2.11,Kirinyaga,0.12,Central
2009,9,21.56,0.46,0.33,0.79,9.95,21.52,23.27,2.07,Kirinyaga,0.12,Central
2010,4,20.43,0.56,0.59,4.65,14.01,21.09,21.83,1.72,Kirinyaga,0.12,Central
2010,8,15.09,0.52,0.52,2.42,10.65,18.77,19.79,1.64,Kirinyaga,0.12,Central
2010,12,21.66,0.51,0.5,1.72,11.46,20.41,21.14,1.65,Kirinyaga,0.12,Central
2010,2,20.96,0.5,0.5,3.07,12.44,21.45,22.15,1.63,Kirinyaga,0.12,Central
2010,1,21.28,0.53,0.53,1.79,11.57,20.37,20.88,1.65,Kirinyaga,0.12,Central
2010,7,14.97,0.51,0.5,1.6,10.64,18.61,19.57,1.48,Kirinyaga,0.12,Central
2010,6,16.2,0.53,0.53,1.21,11.83,19.46,20.25,1.36,Kirinyaga,0.12,Central
2010,3,20.38,0.54,0.55,4.7,13.57,21.31,21.98,1.79,Kirinyaga,0.12,Central
2010,5,19.08,0.58,0.61,4.07,13.29,20.23,20.85,1.43,Kirinyaga,0.12,Central
2010,11,19.0,0.54,0.55,3.39,12.96,20.33,21.1,1.87,Kirinyaga,0.12,Central
2010,10,20.85,0.52,0.52,2.84,11.58,20.81,21.8,1.63,Kirinyaga,0.12,Central
2010,9,19.41,0.53,0.53,2.5,10.67,19.69,20.88,1.72,Kirinyaga,0.12,Central
2011,4,21.19,0.49,0.48,2.69,12.72,21.75,22.81,1.84,Kirinyaga,0.12,Central
2011,8,15.21,0.52,0.53,3.23,11.08,18.85,19.85,1.58,Kirinyaga,0.12,Central
2011,12,20.88,0.58,0.59,1.28,12.24,19.74,20.2,1.49,Kirinyaga,0.12,Central
2011,2,24.67,0.47,0.39,1.15,9.5,22.04,22.92,1.68,Kirinyaga,0.12,Central
2011,1,23.39,0.48,0.44,0.49,10.07,21.0,21.81,1.78,Kirinyaga,0.12,Central
2011,7,17.35,0.5,0.49,1.7,10.8,19.24,20.13,1.33,Kirinyaga,0.12,Central
2011,6,16.32,0.5,0.5,2.75,11.96,19.8,20.61,1.19,Kirinyaga,0.12,Central
2011,3,23.47,0.48,0.42,2.62,11.3,22.46,23.55,1.76,Kirinyaga,0.12,Central
2011,5,19.32,0.51,0.51,2.7,12.48,20.85,21.75,1.66,Kirinyaga,0.12,Central
2011,11,18.72,0.6,0.64,6.47,13.55,19.94,20.46,1.42,Kirinyaga,0.12,Central
2011,10,19.44,0.55,0.57,5.78,12.62,20.35,21.29,1.84,Kirinyaga,0.12,Central
2011,9,18.31,0.52,0.52,2.02,11.3,20.13,21.3,1.73,Kirinyaga,0.12,Central
2012,4,19.41,0.51,0.54,7.5,13.11,20.86,21.65,1.43,Kirinyaga,0.12,Central
2012,8,17.73,0.55,0.55,2.4,10.88,18.89,19.82,1.53,Kirinyaga,0.12,Central
2012,12,19.26,0.56,0.58,3.51,13.23,20.06,20.58,1.57,Kirinyaga,0.12,Central
2012,2,24.11,0.47,0.42,0.34,10.02,21.53,22.38,1.92,Kirinyaga,0.12,Central
2012,1,25.31,0.51,0.48,0.14,9.5,20.54,21.16,1.72,Kirinyaga,0.12,Central
2012,7,13.08,0.55,0.56,1.63,11.36,18.32,19.02,1.27,Kirinyaga,0.12,Central
2012,6,16.34,0.58,0.6,2.33,11.88,18.62,19.21,1.25,Kirinyaga,0.12,Central
2012,3,24.7,0.46,0.34,0.4,10.06,22.89,23.98,1.92,Kirinyaga,0.12,Central
2012,5,19.45,0.62,0.66,5.33,13.22,19.65,20.17,1.4,Kirinyaga,0.12,Central
2012,11,20.06,0.56,0.58,4.59,13.1,20.6,21.35,1.65,Kirinyaga,0.12,Central
2012,10,21.47,0.53,0.54,3.94,11.85,20.8,21.83,1.82,Kirinyaga,0.12,Central
2012,9,20.82,0.53,0.52,1.61,10.63,20.13,21.26,1.72,Kirinyaga,0.12,Central
2013,4,20.11,0.6,0.64,8.06,14.23,20.65,21.13,1.36,Kirinyaga,0.12,Central
2013,8,15.22,0.53,0.53,1.68,10.76,18.64,19.71,1.71,Kirinyaga,0.12,Central
2013,12,18.49,0.55,0.56,3.77,12.61,19.93,20.44,1.59,Kirinyaga,0.12,Central
2013,2,24.43,0.49,0.45,0.13,10.82,22.1,22.89,1.87,Kirinyaga,0.12,Central
2013,1,22.35,0.53,0.52,1.11,12.06,21.02,21.59,1.63,Kirinyaga,0.12,Central
2013,7,15.09,0.53,0.53,2.39,10.86,18.55,19.39,1.38,Kirinyaga,0.12,Central
2013,6,14.7,0.54,0.54,1.7,11.48,18.78,19.57,1.33,Kirinyaga,0.12,Central
2013,3,21.57,0.48,0.46,2.97,12.72,22.21,23.29,1.84,Kirinyaga,0.12,Central
2013,5,20.19,0.57,0.59,1.57,12.22,19.63,20.28,1.52,Kirinyaga,0.12,Central
2013,11,18.94,0.52,0.53,4.0,12.87,20.56,21.38,1.81,Kirinyaga,0.12,Central
2013,10,22.26,0.5,0.46,1.0,10.87,21.3,22.57,1.82,Kirinyaga,0.12,Central
2013,9,20.12,0.52,0.51,2.35,10.9,20.37,21.53,1.67,Kirinyaga,0.12,Central
2014,4,20.96,0.51,0.51,3.13,12.95,21.38,22.3,1.78,Kirinyaga,0.12,Central
2014,8,17.41,0.49,0.49,2.64,10.84,19.36,20.49,1.76,Kirinyaga,0.12,Central
2014,12,20.57,0.51,0.51,2.09,12.15,20.48,21.22,1.77,Kirinyaga,0.12,Central
2014,2,21.92,0.49,0.48,2.27,11.91,21.85,22.51,1.46,Kirinyaga,0.12,Central
2014,1,23.42,0.49,0.47,0.24,10.72,21.19,21.9,1.75,Kirinyaga,0.12,Central
2014,7,15.64,0.48,0.46,1.37,10.83,19.36,20.39,1.5,Kirinyaga,0.12,Central
2014,6,16.12,0.49,0.48,1.47,11.68,19.79,20.78,1.46,Kirinyaga,0.12,Central
2014,3,22.39,0.49,0.48,2.36,12.46,21.82,22.68,1.72,Kirinyaga,0.12,Central
2014,5,18.9,0.51,0.5,2.29,12.45,20.64,21.54,1.66,Kirinyaga,0.12,Central
2014,11,20.04,0.53,0.54,4.12,13.15,20.6,21.42,1.79,Kirinyaga,0.12,Central
2014,10,20.38,0.49,0.48,2.61,11.89,21.24,22.44,1.9,Kirinyaga,0.12,Central
2014,9,19.99,0.5,0.48,1.47,10.6,20.01,21.37,1.89,Kirinyaga,0.12,Central
2015,4,20.52,0.55,0.59,8.56,13.68,21.3,21.99,1.37,Kirinyaga,0.12,Central
2015,8,17.89,0.51,0.49,0.93,10.66,19.54,20.9,1.81,Kirinyaga,0.12,Central
2015,12,20.01,0.6,0.63,4.09,13.43,20.14,20.45,1.45,Kirinyaga,0.12,Central
2015,2,24.81,0.46,0.39,0.93,10.35,22.64,23.61,1.76,Kirinyaga,0.12,Central
2015,1,24.73,0.48,0.43,0.39,8.69,21.2,21.95,1.74,Kirinyaga,0.12,Central
2015,7,16.55,0.52,0.51,1.26,11.18,19.1,20.12,1.58,Kirinyaga,0.12,Central
2015,6,17.0,0.56,0.57,1.17,12.29,19.67,20.26,1.07,Kirinyaga,0.12,Central
2015,3,23.72,0.47,0.38,2.64,10.51,22.27,23.28,2.06,Kirinyaga,0.12,Central
2015,5,19.48,0.6,0.64,3.76,13.29,20.0,20.48,1.45,Kirinyaga,0.12,Central
2015,11,18.47,0.57,0.61,7.63,14.02,20.49,21.09,1.67,Kirinyaga,0.12,Central
2015,10,20.76,0.5,0.51,3.95,12.14,21.55,22.7,1.89,Kirinyaga,0.12,Central
2015,9,22.0,0.47,0.4,0.59,9.87,21.11,22.7,1.9,Kirinyaga,0.12,Central
2016,4,19.56,0.54,0.56,7.25,13.91,21.83,22.54,1.6,Kirinyaga,0.12,Central
2016,8,17.35,0.51,0.5,1.26,10.38,18.94,20.15,1.74,Kirinyaga,0.12,Central
2016,12,21.11,0.53,0.52,0.96,12.13,20.48,21.12,1.76,Kirinyaga,0.12,Central
2016,2,23.66,0.52,0.5,0.82,11.36,21.73,22.32,1.63,Kirinyaga,0.12,Central
2016,1,19.62,0.57,0.59,2.92,12.99,20.77,21.06,1.45,Kirinyaga,0.12,Central
2016,7,15.26,0.53,0.52,0.69,10.64,18.8,19.65,1.32,Kirinyaga,0.12,Central
2016,6,15.84,0.55,0.56,1.7,11.57,19.07,19.81,1.25,Kirinyaga,0.12,Central
2016,3,24.03,0.51,0.5,2.08,12.73,23.15,23.92,1.66,Kirinyaga,0.12,Central
2016,5,17.21,0.59,0.62,3.63,12.77,19.91,20.49,1.27,Kirinyaga,0.12,Central
2016,11,18.55,0.54,0.57,7.26,13.05,20.38,21.13,1.76,Kirinyaga,0.12,Central
2016,10,22.32,0.48,0.4,1.03,10.45,21.53,22.95,1.79,Kirinyaga,0.12,Central
2016,9,18.91,0.49,0.44,0.86,10.27,20.15,21.67,1.87,Kirinyaga,0.12,Central
2017,4,21.28,0.49,0.49,4.57,12.59,21.93,22.98,1.89,Kirinyaga,0.12,Central
2017,8,16.99,0.51,0.5,2.02,10.94,19.61,20.78,1.71,Kirinyaga,0.12,Central
2017,12,22.35,0.54,0.53,1.03,11.3,20.38,20.97,1.68,Kirinyaga,0.12,Central
2017,2,22.87,0.47,0.44,1.61,11.36,21.96,22.91,1.88,Kirinyaga,0.12,Central
2017,1,24.51,0.48,0.44,0.39,9.83,21.18,21.96,1.74,Kirinyaga,0.12,Central
2017,7,15.62,0.5,0.5,2.03,11.2,19.33,20.24,1.34,Kirinyaga,0.12,Central
2017,6,18.41,0.51,0.5,0.91,11.58,20.03,21.01,1.54,Kirinyaga,0.12,Central
2017,3,24.36,0.46,0.37,0.78,11.13,23.47,24.64,1.87,Kirinyaga,0.12,Central
2017,5,19.36,0.55,0.56,4.44,12.79,20.38,21.07,1.63,Kirinyaga,0.12,Central
2017,11,19.88,0.59,0.62,5.51,13.3,19.98,20.62,1.75,Kirinyaga,0.12,Central
2017,10,21.67,0.53,0.53,4.88,12.09,21.2,22.24,1.65,Kirinyaga,0.12,Central
2017,9,19.27,0.51,0.5,2.09,11.03,20.33,21.56,1.71,Kirinyaga,0.12,Central
2018,4,17.84,0.74,0.78,17.85,14.01,19.84,20.19,1.32,Kirinyaga,0.12,Central
2018,8,16.79,0.69,0.7,1.36,11.25,17.75,18.45,1.49,Kirinyaga,0.12,Central
2018,12,19.79,0.59,0.61,4.92,13.25,20.09,20.47,1.53,Kirinyaga,0.12,Central
2018,2,24.17,0.47,0.4,0.67,10.59,22.29,23.35,1.86,Kirinyaga,0.12,Central
2018,1,22.92,0.49,0.45,0.44,9.76,21.58,22.32,1.39,Kirinyaga,0.12,Central
2018,7,14.28,0.77,0.77,1.27,11.46,17.09,17.62,1.53,Kirinyaga,0.12,Central
2018,6,14.97,0.84,0.83,2.76,12.48,17.75,18.15,1.29,Kirinyaga,0.12,Central
2018,3,18.19,0.59,0.62,9.14,13.57,20.76,21.15,1.38,Kirinyaga,0.12,Central
2018,5,18.9,0.88,0.86,5.89,13.44,18.9,19.25,1.45,Kirinyaga,0.12,Central
2018,11,20.48,0.56,0.57,3.26,13.15,20.65,21.37,1.83,Kirinyaga,0.12,Central
2018,10,20.24,0.57,0.58,2.18,12.08,20.25,21.17,1.79,Kirinyaga,0.12,Central
2018,9,21.73,0.62,0.64,0.93,11.33,19.29,20.14,1.76,Kirinyaga,0.12,Central
2019,4,22.57,0.47,0.4,2.25,12.7,23.28,24.43,1.77,Kirinyaga,0.12,Central
2019,8,17.62,0.48,0.45,1.53,10.77,20.1,21.36,1.72,Kirinyaga,0.12,Central
2019,12,18.87,0.73,0.77,7.12,14.23,20.02,20.27,1.42,Kirinyaga,0.12,Central
2019,2,23.92,0.49,0.45,0.33,11.36,22.28,23.16,1.89,Kirinyaga,0.12,Central
2019,1,22.81,0.54,0.53,1.02,11.62,20.92,21.47,1.69,Kirinyaga,0.12,Central
2019,7,16.85,0.49,0.46,1.26,10.96,19.8,20.8,1.42,Kirinyaga,0.12,Central
2019,6,14.48,0.51,0.51,2.61,12.14,19.91,20.73,1.11,Kirinyaga,0.12,Central
2019,3,25.36,0.47,0.38,0.75,10.7,23.63,24.67,1.8,Kirinyaga,0.12,Central
2019,5,19.58,0.49,0.49,2.45,12.59,21.02,21.93,1.72,Kirinyaga,0.12,Central
2019,11,19.52,0.62,0.67,8.72,13.89,20.23,20.75,1.63,Kirinyaga,0.12,Central
2019,10,20.28,0.57,0.61,7.88,13.08,20.55,21.44,1.98,Kirinyaga,0.12,Central
2019,9,20.33,0.49,0.46,1.82,10.98,20.85,22.16,1.81,Kirinyaga,0.12,Central
2020,4,19.57,0.66,0.69,11.05,14.35,20.55,21.08,1.5,Kirinyaga,0.12,Central
2020,8,17.0,0.6,0.61,1.77,11.4,18.91,19.69,1.51,Kirinyaga,0.12,Central
2020,12,21.98,0.58,0.59,2.28,12.19,20.0,20.32,1.52,Kirinyaga,0.12,Central
2020,2,22.33,0.65,0.67,2.38,13.47,20.66,20.77,1.49,Kirinyaga,0.12,Central
2020,1,19.17,0.68,0.71,3.3,13.59,19.93,19.98,1.38,Kirinyaga,0.12,Central
2020,7,15.59,0.64,0.65,1.54,11.4,18.24,18.75,1.46,Kirinyaga,0.12,Central
2020,6,17.49,0.68,0.7,3.54,12.38,18.59,18.96,1.23,Kirinyaga,0.12,Central
2020,3,21.18,0.59,0.61,3.43,14.21,21.56,22.06,1.43,Kirinyaga,0.12,Central
2020,5,19.82,0.72,0.74,2.5,13.31,19.55,19.94,1.44,Kirinyaga,0.12,Central
2020,11,19.62,0.62,0.66,6.18,13.64,20.21,20.77,1.73,Kirinyaga,0.12,Central
2020,10,20.66,0.57,0.57,3.72,11.84,20.84,21.7,1.59,Kirinyaga,0.12,Central
2020,9,19.02,0.58,0.59,3.31,11.35,19.67,20.63,1.6,Kirinyaga,0.12,Central
2021,4,21.21,0.55,0.56,4.06,13.35,21.31,22.16,1.6,Kirinyaga,0.12,Central
2021,8,17.62,0.51,0.49,1.14,10.37,19.23,20.29,1.58,Kirinyaga,0.12,Central
2021,12,18.14,0.57,0.59,5.27,13.37,19.64,20.3,1.86,Kirinyaga,0.12,Central
2021,2,21.83,0.53,0.53,2.17,11.43,21.4,21.93,1.52,Kirinyaga,0.12,Central
2021,1,22.0,0.55,0.54,1.24,11.46,20.35,20.86,1.6,Kirinyaga,0.12,Central
2021,7,13.28,0.53,0.52,1.8,10.74,18.25,19.09,1.54,Kirinyaga,0.12,Central
2021,6,16.17,0.54,0.53,0.43,11.36,19.14,20.05,1.47,Kirinyaga,0.12,Central
2021,3,23.77,0.52,0.51,3.26,11.64,21.7,22.5,1.76,Kirinyaga,0.12,Central
2021,5,18.42,0.58,0.61,4.87,12.89,19.77,20.38,1.24,Kirinyaga,0.12,Central
2021,11,21.1,0.49,0.49,3.73,12.43,21.64,22.64,1.71,Kirinyaga,0.12,Central
2021,10,20.49,0.49,0.44,2.11,11.25,21.55,22.76,1.7,Kirinyaga,0.12,Central
2021,9,17.9,0.49,0.43,0.94,10.61,20.65,22.04,2.0,Kirinyaga,0.12,Central
2022,4,20.62,0.52,0.53,5.22,12.62,21.71,22.61,1.66,Kirinyaga,0.12,Central
2022,8,14.63,0.53,0.52,2.73,10.53,18.61,19.62,1.72,Kirinyaga,0.12,Central
2022,12,20.23,0.57,0.58,2.09,12.6,19.87,20.38,1.56,Kirinyaga,0.12,Central
2022,2,23.31,0.49,0.48,1.21,11.45,21.87,22.61,1.55,Kirinyaga,0.12,Central
2022,1,23.24,0.53,0.52,1.26,11.07,20.29,20.75,1.52,Kirinyaga,0.12,Central
2022,7,14.3,0.5,0.48,2.1,10.45,18.39,19.38,1.72,Kirinyaga,0.12,Central
2022,6,16.79,0.51,0.47,0.89,10.75,19.45,20.33,1.52,Kirinyaga,0.12,Central
2022,3,24.68,0.49,0.46,2.68,11.32,22.35,23.28,1.71,Kirinyaga,0.12,Central
2022,5,20.15,0.54,0.53,1.66,12.32,20.8,21.63,1.43,Kirinyaga,0.12,Central
2022,11,17.93,0.58,0.61,6.54,13.21,19.85,20.52,1.73,Kirinyaga,0.12,Central
2022,10,22.26,0.53,0.51,1.03,10.67,20.55,21.75,1.66,Kirinyaga,0.12,Central
2022,9,18.29,0.58,0.59,5.36,11.22,19.24,20.28,1.71,Kirinyaga,0.12,Central
2023,4,19.28,0.61,0.66,9.95,14.02,20.34,20.93,1.59,Kirinyaga,0.12,Central
2023,8,17.79,0.54,0.53,1.57,11.04,19.63,20.83,1.88,Kirinyaga,0.12,Central
2023,12,20.24,0.68,0.71,2.16,13.92,20.0,20.29,1.51,Kirinyaga,0.12,Central
2023,2,25.08,0.48,0.43,0.48,10.14,22.16,23.06,1.74,Kirinyaga,0.12,Central
2023,1,23.46,0.53,0.51,1.08,10.95,20.21,20.76,1.69,Kirinyaga,0.12,Central
2023,7,15.11,0.56,0.55,1.14,11.28,19.11,20.03,1.59,Kirinyaga,0.12,Central
2023,6,16.24,0.59,0.6,3.06,12.26,19.46,20.2,1.27,Kirinyaga,0.12,Central
2023,3,22.27,0.49,0.46,2.96,12.03,22.04,22.97,1.65,Kirinyaga,0.12,Central
2023,5,19.52,0.6,0.63,2.97,13.22,20.17,20.76,1.47,Kirinyaga,0.12,Central
2023,11,17.2,0.7,0.74,12.17,14.18,19.79,20.27,1.69,Kirinyaga,0.12,Central
2023,10,20.98,0.53,0.54,5.53,12.24,21.52,22.61,1.95,Kirinyaga,0.12,Central
2023,9,19.99,0.51,0.49,1.64,11.65,21.42,22.84,1.81,Kirinyaga,0.12,Central
2024,4,19.36,0.67,0.72,16.32,14.73,20.72,21.08,1.23,Kirinyaga,0.12,Central
2024,8,15.18,0.66,0.67,1.4,11.77,18.99,19.6,1.54,Kirinyaga,0.12,Central
2024,12,21.07,0.61,0.63,2.05,12.99,20.3,20.63,1.47,Kirinyaga,0.12,Central
2024,2,22.77,0.6,0.61,3.05,13.53,21.4,21.73,1.51,Kirinyaga,0.12,Central
2024,1,20.17,0.64,0.67,3.38,13.35,20.38,20.48,1.25,Kirinyaga,0.12,Central
2024,7,14.4,0.71,0.72,2.68,12.31,18.58,18.96,1.1,Kirinyaga,0.12,Central
2024,6,17.98,0.76,0.77,0.97,12.21,18.73,19.01,1.17,Kirinyaga,0.12,Central
2024,3,23.27,0.58,0.58,2.49,13.77,22.14,22.76,1.66,Kirinyaga,0.12,Central
2024,5,19.15,0.87,0.85,7.95,14.3,20.28,20.52,1.14,Kirinyaga,0.12,Central
2024,11,18.68,0.61,0.65,9.58,14.15,20.85,21.39,1.61,Kirinyaga,0.12,Central
2024,10,21.65,0.55,0.54,1.3,11.76,21.56,22.45,1.49,Kirinyaga,0.12,Central
2024,9,21.04,0.6,0.61,1.31,11.46,20.16,20.94,1.59,Kirinyaga,0.12,Central
2025,4,20.56,0.59,0.62,7.02,14.13,21.1,21.73,1.38,Kirinyaga,0.12,Central
2025,8,14.52,0.64,0.68,9.54,11.52,18.12,18.75,1.32,Kirinyaga,0.12,Central
2025,12,,0.55,0.54,3.02,12.75,21.16,21.72,1.49,Kirinyaga,0.12,Central
2025,2,25.3,0.52,0.5,0.22,10.87,21.89,22.54,1.72,Kirinyaga,0.12,Central
2025,1,22.78,0.55,0.54,1.83,11.43,21.22,21.68,1.52,Kirinyaga,0.12,Central
2025,7,14.67,0.53,0.53,2.05,11.1,19.19,20.14,1.36,Kirinyaga,0.12,Central
2025,6,17.23,0.54,0.53,1.21,11.82,19.93,20.72,1.34,Kirinyaga,0.12,Central
2025,3,21.45,0.51,0.51,3.67,13.08,22.25,23.0,1.56,Kirinyaga,0.12,Central
2025,5,20.51,0.58,0.59,2.62,13.15,20.74,21.29,1.36,Kirinyaga,0.12,Central
2025,11,20.12,0.59,0.6,2.75,12.96,20.54,21.17,1.64,Kirinyaga,0.12,Central
2025,10,19.73,0.58,0.6,3.56,12.26,20.56,21.33,1.4,Kirinyaga,0.12,Central
2025,9,21.51,0.62,0.63,0.99,11.4,19.92,20.62,1.38,Kirinyaga,0.12,Central
1990,4,19.07,0.65,0.7,8.79,12.58,16.34,17.03,2.11,Muranga,0.1,Central
1990,8,15.36,0.51,0.56,1.82,10.13,14.36,15.59,2.09,Muranga,0.1,Central
1990,12,20.05,0.53,0.59,4.26,11.02,15.13,15.82,2.33,Muranga,0.1,Central
1990,2,20.55,0.49,0.55,1.63,11.36,16.51,17.37,1.87,Muranga,0.1,Central
1990,1,21.37,0.57,0.62,2.62,10.54,14.88,15.54,2.11,Muranga,0.1,Central
1990,7,15.78,0.55,0.59,1.4,9.96,13.94,14.91,1.77,Muranga,0.1,Central
1990,6,17.36,0.6,0.64,0.87,10.7,14.4,15.28,1.93,Muranga,0.1,Central
1990,3,20.78,0.56,0.63,9.44,12.14,16.4,17.35,2.44,Muranga,0.1,Central
1990,5,19.71,0.65,0.68,3.6,12.11,15.82,16.69,2.29,Muranga,0.1,Central
1990,11,20.77,0.52,0.6,7.15,11.72,15.69,16.59,2.79,Muranga,0.1,Central
1990,10,20.1,0.46,0.52,4.2,10.83,16.05,17.38,2.79,Muranga,0.1,Central
1990,9,20.41,0.46,0.52,1.88,9.8,15.44,16.95,2.59,Muranga,0.1,Central
1991,4,21.08,0.46,0.54,6.13,11.6,16.71,17.86,2.61,Muranga,0.1,Central
1991,8,17.41,0.44,0.5,2.47,10.04,15.02,16.32,1.75,Muranga,0.1,Central
1991,12,20.06,0.45,0.51,2.73,10.66,15.77,16.65,2.12,Muranga,0.1,Central
1991,2,24.76,0.42,0.43,0.58,9.18,16.94,18.19,2.17,Muranga,0.1,Central
1991,1,21.59,0.48,0.54,2.54,10.42,15.81,16.63,2.09,Muranga,0.1,Central
1991,7,15.83,0.46,0.52,1.84,9.94,14.16,15.29,2.25,Muranga,0.1,Central
1991,6,16.76,0.49,0.55,2.07,11.07,15.41,16.37,1.67,Muranga,0.1,Central
1991,3,23.23,0.41,0.45,3.48,10.09,17.19,18.53,2.49,Muranga,0.1,Central
1991,5,19.01,0.51,0.59,6.88,12.15,16.21,17.12,2.72,Muranga,0.1,Central
1991,11,20.17,0.46,0.54,6.04,11.29,15.63,16.63,2.63,Muranga,0.1,Central
1991,10,21.67,0.41,0.45,2.83,10.09,16.33,17.92,2.25,Muranga,0.1,Central
1991,9,20.46,0.42,0.44,1.08,9.25,15.76,17.44,2.11,Muranga,0.1,Central
1992,4,20.48,0.45,0.54,7.79,12.16,17.16,18.31,2.44,Muranga,0.1,Central
1992,8,16.49,0.43,0.48,2.54,9.46,14.19,15.61,2.15,Muranga,0.1,Central
1992,12,19.57,0.48,0.56,4.64,11.44,15.56,16.39,2.65,Muranga,0.1,Central
1992,2,23.88,0.39,0.38,0.88,8.76,18.13,19.85,2.14,Muranga,0.1,Central
1992,1,22.1,0.41,0.43,0.95,9.9,16.29,17.54,2.53,Muranga,0.1,Central
1992,7,15.78,0.45,0.51,2.76,9.88,14.24,15.45,2.13,Muranga,0.1,Central
1992,6,16.55,0.44,0.5,2.08,10.58,15.04,16.14,2.1,Muranga,0.1,Central
1992,3,23.49,0.37,0.37,1.49,9.76,18.07,19.91,2.89,Muranga,0.1,Central
1992,5,19.1,0.47,0.55,4.37,11.39,15.92,16.94,2.68,Muranga,0.1,Central
1992,11,20.25,0.46,0.54,4.26,11.09,15.4,16.42,2.88,Muranga,0.1,Central
1992,10,20.01,0.44,0.51,5.22,10.64,15.67,17.07,2.41,Muranga,0.1,Central
1992,9,20.2,0.43,0.47,2.24,9.67,15.04,16.66,2.73,Muranga,0.1,Central
1993,4,20.8,0.45,0.52,4.16,11.28,16.38,17.59,2.94,Muranga,0.1,Central
1993,8,17.72,0.43,0.48,1.92,9.18,14.22,15.69,2.62,Muranga,0.1,Central
1993,12,20.45,0.47,0.54,3.72,11.46,15.71,16.61,2.69,Muranga,0.1,Central
1993,2,20.44,0.49,0.55,2.88,10.66,15.66,16.56,2.29,Muranga,0.1,Central
1993,1,18.85,0.49,0.57,6.16,11.13,15.38,16.14,2.36,Muranga,0.1,Central
1993,7,15.76,0.45,0.51,1.48,9.41,13.7,14.87,2.08,Muranga,0.1,Central
1993,6,16.71,0.49,0.56,2.95,10.69,14.5,15.46,2.37,Muranga,0.1,Central
1993,3,24.12,0.44,0.5,3.09,10.01,16.31,17.34,2.43,Muranga,0.1,Central
1993,5,19.74,0.5,0.58,6.43,11.69,15.85,16.79,2.82,Muranga,0.1,Central
1993,11,20.45,0.46,0.54,6.26,11.5,16.02,17.12,2.8,Muranga,0.1,Central
1993,10,21.04,0.4,0.42,3.31,9.91,16.42,18.27,3.04,Muranga,0.1,Central
1993,9,21.62,0.4,0.41,0.83,8.68,15.54,17.51,2.83,Muranga,0.1,Central
1994,4,21.51,0.44,0.51,6.65,11.67,17.06,18.37,2.78,Muranga,0.1,Central
1994,8,16.09,0.46,0.52,2.52,9.89,14.57,15.9,2.49,Muranga,0.1,Central
1994,12,19.86,0.59,0.64,5.01,11.19,15.12,15.77,2.41,Muranga,0.1,Central
1994,2,23.8,0.39,0.39,1.4,8.84,17.84,19.35,2.02,Muranga,0.1,Central
1994,1,22.81,0.41,0.42,0.93,9.48,16.66,17.94,2.25,Muranga,0.1,Central
1994,7,17.25,0.48,0.54,2.68,9.99,13.98,14.97,2.26,Muranga,0.1,Central
1994,6,18.06,0.48,0.54,1.96,10.69,14.82,15.83,1.7,Muranga,0.1,Central
1994,3,23.58,0.4,0.42,3.68,10.17,17.84,19.47,2.44,Muranga,0.1,Central
1994,5,19.26,0.52,0.59,6.78,11.56,15.43,16.35,2.78,Muranga,0.1,Central
1994,11,19.61,0.55,0.64,11.39,12.27,16.01,16.86,2.78,Muranga,0.1,Central
1994,10,22.18,0.43,0.5,4.59,10.75,16.39,17.91,2.95,Muranga,0.1,Central
